text,category,urgency,task,split,source_dataset,event,language,tweet_id,original_label,source_file,label
When you hopelessly hoping that all the relief goods should reach them!.. Duas can reach them guys!,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-154,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
nkakalungkot panuorin sa balita ang nasalanta ng bagyo,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-155,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
I miss HOME! I miss TACLOBAN .. Promise to be back soon!,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-156,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Sana okay lng cya,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-157,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Trying to stop my tears from falling.. Whew.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-158,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Sana this timemaibigay ng tama yung bigay nKung mmagdodonate ng pera para sa mga nasalanta paano po ba?g ibang bansa sa mga taong nasalanta,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-159,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Nakakaawa Yung Mga Taga Leyte Naiiyak Ako Kanina Pa,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-160,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Nakaiyak talaga station i.d ng abs sa mga nasalanta,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-161,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Iyak ako ng iyak sa bagong station ID ng abs-cbn. Grabe lang,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-162,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
"Watching kwento ng pasko"" yolanda version. Whew. My eyes are sweaty again!",negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-163,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Boholano still needs our help sa mga bahay na nagiba. Wla paring aabot ng tulong,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-164,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Grabeee! 4011 na namamatay! May nawawala pa.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-165,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
I'm tearing up omg,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-166,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Yolanda Destroyer !! ^.^ Kinawawa mo kame !!,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-167,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Kinilabutan ako kanina hbang bnabasa to,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-168,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Ang dami donationssana makarating talaga sa lubos na nangangailangan at hindi sa bulsa ng mga gahaman,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-169,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Ormoc needs help too,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-170,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
"The aftermath of super typhoon Yolanda"" is seen on every Filipino face who is badly devastated by such. Prayers for everyone",negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-171,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
It's heartbreaking to see the destruction left by Yolanda. NEVER SAY NEVER Filipinos,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-172,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Ayaw ko nang manood ng news bout sa Leyte. Nakakadurog ng puso,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-173,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
'Buhi Kami Tanan' a message that will surely be touching to see on one of the papers written by survivors of #YolandaPH,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-174,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Kakaiyak nman tong #TVPatrol,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-175,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
A lot of you cared just not enough.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-176,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Can't take it anymore. Kaluloy gid ya mga gin interview namon gina. Karon lang ko padayon edit.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-177,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Some buildings weren't lucky enough to be left standing,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-178,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Worrying about their lives shelter and most especially with their members of family who died and missing,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-179,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
This is very touching. Got teary eyed while watching this,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-180,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
I can't help but cry when i look at what happened here in the Philippines. when i see all the people. it just breaks,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-181,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
#YolandaPH ravaged Region 8 (Eastern Visayas) - restoration of electricity will take 3-6 months.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-182,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Wag naman po sana. Magugutom po ang mga kababayan natin.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-183,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
At one point we cannot do all the work that the government is supposed to do,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-184,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Another really heart breaking,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-185,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Sosyal naman ang Globe. May 25 free texts. Bet ko to,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-186,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
kala ko kuryente lang ang nawala pati pala likers nawala na din. HAHA :D Moring sa tanan,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-187,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
To our beloved President Noynoy Aquino (P-Noy) People needs > good organization preparation and fast action.,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-188,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
blaming and negativity. The govt is doin d bst way they cn. we just didn't see it. let's just help each other!,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-189,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Kalunos-lunos. A devastating photo depicting Tacloban city totally wrecked,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-190,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
sana magka himala at makita na ng mga pilipino ang klase ng tao na binoboto nila,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-191,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
Nakakalungkot ng sobra ang documentary ni Mr. Atom Araullo,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-192,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
amgalano : Nakakaiyak,negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-193,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
"It felt like I got my house back."" - Tacloban typhoon victim after @MannyPacquiao dominated Rios in Macau",negative,moderate,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train--1-194,-1,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/-1.txt,0
"masuwerte ka kasi wala ka dun"" first time to be a volunteer",neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-1,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Photo: For the of the motherland.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-2,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Before we start blaming others. Ask have you done your part?,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-3,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
If you want to start helping the Yolanda survivors check out #BangonPH for details.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-4,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
At Mercato BGC for the Azkals Donation Drive,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-5,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
$24000 from @paugasol,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-6,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Foot Prints in the Wet Sand,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-7,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
will stay awake.. just had my suuuper late dinner. doh~ as if there's new to it. watching Tulong NaTabang Na Tayo Na,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-8,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
They have planes that can drop gods. All they need are goods,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-9,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Justin Bieber landed via Wil Plane. Wew,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-10,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
It's Friday it's relief packing day,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-11,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Survivors ng Yolanda patuloy na nagdadatingan sa Villamor Airbase (NOV222013),neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-12,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Busy day of orders for the #BANGONPILIPINAS cases.. For orders please viber or whatsaap 09177930934,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-13,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Donate and volunteer now,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-14,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Watched Champions for a Cause for Yolanda Victims DLSU vs. SBC,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-15,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
run for yolanda victims!,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-16,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Still have many to pack. Continues help. KFBC church h.k,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-17,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Watching Documentary of Mr. Atom Araullo,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-18,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
hanging posters around Paris today for 500 for philippines event,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-19,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Alright this is it,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-20,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Today marks 2 months since Typhoon Haiyan battered the Philippines!,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-21,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
This is how our school and students contribute in helping the yolanda victims,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-22,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
packing relief goods for Yolanda Victims,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-23,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Simple words with Strong message,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-24,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
helping out with typoon yolanda's survivor,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-25,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
A call to arms,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-26,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Para sa mga nasalanta.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-27,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Please cooperate for the benefit of Typhoon Yolanda victims. Donate now! You may also call 7339117 loc 134 for more info,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-28,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Friday is #TulongPH shirt day.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-29,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
@reypadupad true! I've been thinking what if we went to Tacloban too. Awww.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-30,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
With @andimanzano #MissionVisayas mini concert here at @BoniHighStreet,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-31,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Video on kids getting back to school after Typhoon Haiyan/Yolanda,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-32,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Shirt for a cause,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-33,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Kung mmagdodonate ng pera para sa mga nasalanta paano po ba?,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-34,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
@ABSCBNNews : More businesses reopen in Tacloban,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-35,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Got one this morning at Market Market,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-36,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Candles aflamed for the #Yolanda victims at Baclaran Church,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-37,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Watch Michael relate his faith experience during & after the onslaught of Typhoon Haiyan/Yolanda.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-38,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Victims of st yolanda is in need of medicines. Such as amoxicillin and paracetamol.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-39,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
NINJA + SPECTRUM + RHIPSTOP fam. Be advised. We're going on a mission,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-40,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
There comes a time when we heard a certain call.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-41,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Morning Coffee in aid of the victims of Typhoon Haiyan will be on Tue 19th November at 10:30am at St.Josephs Foundation canteen,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-42,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Now where can I volunteer this weekend?,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-43,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
How long will I love you?,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-44,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
To everyone who is actively participating in packing/donating relief goods please do note the ff,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-45,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Relief goods for the typhoon victims,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-46,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Wear your tragedies as armor not shackles,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-47,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
a truckload of goods for one of samar municipalities.,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-48,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
Awaiting departure instructions for Tacloban City deployment,neutral,low,sentiment,train,SEACrowd/typhoon_yolanda_tweets,2013_typhoon_yolanda,fil,yolanda-train-0-49,0,https://raw.githubusercontent.com/imperialite/Philippine-Languages-Online-Corpora/master/Tweets/Annotated%20Yolanda/train/0.txt,1
